t,s,x,y,psi,vx,vy,dpsi,delta,ax,ay,ddpsi,jerk,R_cmd,ddelta_cmd,ey,epsi,dv,v_ref,x_ref,y_ref,psi_ref,alpha,dmin,v_lead,d_gap,Fy_f,Fy_r
4.600000,119.695224,121.055950,-0.631055,0.006535,26.957312,0.005186,-0.002000,-0.000180,0.365172,0.000431,-0.000314,-0.044211,314.060694,-0.000036,-0.001750,-0.000313,-6.042688,33.000000,119.695224,-0.638596,0.006947,0.000000,279.298054,33.000000,182.387770,-21.667866,-24.032693
4.650000,121.043336,122.404695,-0.621981,0.006434,26.975516,0.005217,-0.002016,-0.000181,0.364072,0.000625,-0.000320,-0.044079,313.114586,-0.000030,-0.001849,-0.000311,-6.024484,33.000000,121.043336,-0.629292,0.006846,0.000000,277.950311,33.000000,182.688995,-21.810523,-24.178341
4.700000,122.392221,123.754349,-0.613034,0.006332,26.993665,0.005253,-0.002034,-0.000183,0.362975,0.000723,-0.000351,-0.043947,312.171328,-0.000037,-0.001931,-0.000310,-6.006335,33.000000,122.392221,-0.620133,0.006744,0.000000,276.601658,33.000000,182.989311,-21.989865,-24.344933
4.750000,123.742015,125.104908,-0.604217,0.006230,27.011759,0.005296,-0.002052,-0.000185,0.361881,0.000854,-0.000359,-0.043816,311.230913,-0.000032,-0.002019,-0.000309,-5.988241,33.000000,123.742015,-0.611097,0.006641,0.000000,275.252096,33.000000,183.288723,-22.168806,-24.531887
4.800000,125.092857,126.456370,-0.595531,0.006126,27.029798,0.005344,-0.002070,-0.000186,0.360791,0.000970,-0.000355,-0.043684,310.293332,-0.000028,-0.002105,-0.000308,-5.970202,33.000000,125.092857,-0.602191,0.006538,0.000000,273.901629,33.000000,183.587233,-22.350653,-24.734456
4.850000,126.444462,127.808732,-0.586976,0.006022,27.047783,0.005395,-0.002088,-0.000188,0.359703,0.001016,-0.000372,-0.043553,309.358576,-0.000033,-0.002176,-0.000307,-5.952217,33.000000,126.444462,-0.593431,0.006433,0.000000,272.550260,33.000000,183.884844,-22.556262,-24.947062
4.900000,127.796968,129.161992,-0.578555,0.005916,27.065714,0.005450,-0.002106,-0.000189,0.358619,0.001097,-0.000366,-0.043423,308.426636,-0.000028,-0.002253,-0.000307,-5.934286,33.000000,127.796968,-0.584798,0.006328,0.000000,271.197991,33.000000,184.181559,-22.753108,-25.169854
4.950000,129.150517,130.516146,-0.570268,0.005810,27.083591,0.005508,-0.002125,-0.000191,0.357539,0.001150,-0.000361,-0.043292,307.497505,-0.000026,-0.002324,-0.000306,-5.916409,33.000000,129.150517,-0.576302,0.006222,0.000000,269.844824,33.000000,184.477379,-22.954072,-25.398679
5.000000,130.504817,131.871192,-0.562116,0.005703,27.101414,0.005566,-0.002143,-0.000192,0.356461,0.001163,-0.000368,-0.043162,306.571174,-0.000029,-0.002385,-0.000305,-5.898586,33.000000,130.504817,-0.567952,0.006115,0.000000,268.490763,33.000000,184.772308,-23.167282,-25.630656
5.050000,131.860010,133.227128,-0.554102,0.005595,27.119184,0.005626,-0.002161,-0.000193,0.355387,0.001214,-0.000353,-0.043032,305.647635,-0.000023,-0.002451,-0.000305,-5.880816,33.000000,131.860010,-0.559732,0.006008,0.000000,267.135811,33.000000,185.066349,-23.365677,-25.866303
5.100000,133.216240,134.583950,-0.546226,0.005486,27.136900,0.005687,-0.002178,-0.000195,0.354316,0.001217,-0.000351,-0.042903,304.726878,-0.000025,-0.002507,-0.000305,-5.863100,33.000000,133.216240,-0.551659,0.005900,0.000000,265.779969,33.000000,185.359504,-23.573203,-26.101612
5.150000,134.573211,135.941656,-0.538490,0.005376,27.154562,0.005748,-0.002196,-0.000196,0.353248,0.001214,-0.000352,-0.042774,303.808896,-0.000025,-0.002558,-0.000305,-5.845438,33.000000,134.573211,-0.543730,0.005791,0.000000,264.423241,33.000000,185.651776,-23.782470,-26.336345
5.200000,135.931067,137.300243,-0.530895,0.005266,27.172171,0.005811,-0.002212,-0.000197,0.352184,0.001251,-0.000329,-0.042645,302.893681,-0.000018,-0.002616,-0.000305,-5.827829,33.000000,135.931067,-0.535934,0.005681,0.000000,263.065630,33.000000,185.943167,-23.972403,-26.570943
5.250000,137.289955,138.659709,-0.523443,0.005154,27.189727,0.005871,-0.002229,-0.000198,0.351123,0.001215,-0.000333,-0.042516,301.981223,-0.000024,-0.002658,-0.000305,-5.810273,33.000000,137.289955,-0.528295,0.005570,0.000000,261.707137,33.000000,186.233681,-24.179537,-26.801051
5.300000,138.649572,140.020051,-0.516135,0.005042,27.207230,0.005932,-0.002245,-0.000199,0.350064,0.001208,-0.000329,-0.042388,301.071515,-0.000022,-0.002701,-0.000305,-5.792770,33.000000,138.649572,-0.520797,0.005459,0.000000,260.347765,33.000000,186.523320,-24.378202,-27.029033
5.350000,140.010218,141.381266,-0.508972,0.004929,27.224681,0.005994,-0.002260,-0.000200,0.349010,0.001239,-0.000302,-0.042260,300.164549,-0.000014,-0.002752,-0.000306,-5.775319,33.000000,140.010218,-0.513436,0.005347,0.000000,258.987518,33.000000,186.812086,-24.555837,-27.254834
5.400000,141.371587,142.743352,-0.501956,0.004815,27.242079,0.006052,-0.002276,-0.000201,0.347958,0.001176,-0.000312,-0.042133,299.260316,-0.000023,-0.002781,-0.000306,-5.757921,33.000000,141.371587,-0.506242,0.005235,0.000000,257.626398,33.000000,187.099982,-24.757358,-27.473812
5.450000,142.733826,144.106306,-0.495088,0.004701,27.259424,0.006111,-0.002291,-0.000202,0.346909,0.001174,-0.000303,-0.042006,298.358808,-0.000018,-0.002819,-0.000307,-5.740576,33.000000,142.733826,-0.499186,0.005122,0.000000,256.264407,33.000000,187.387010,-24.941580,-27.690236
5.500000,144.097090,145.470125,-0.488368,0.004585,27.276717,0.006170,-0.002305,-0.000202,0.345864,0.001182,-0.000283,-0.041879,297.460016,-0.000014,-0.002857,-0.000307,-5.723283,33.000000,144.097090,-0.492276,0.005008,0.000000,254.901548,33.000000,187.673174,-25.114064,-27.903208
5.550000,145.461065,146.834808,-0.481799,0.004469,27.293959,0.006227,-0.002320,-0.000203,0.344822,0.001134,-0.000288,-0.041753,296.563933,-0.000019,-0.002882,-0.000308,-5.706041,33.000000,145.461065,-0.485531,0.004893,0.000000,253.537824,33.000000,187.958477,-25.299879,-28.110068
5.600000,146.825903,148.200350,-0.475382,0.004353,27.311148,0.006284,-0.002333,-0.000204,0.343783,0.001139,-0.000271,-0.041627,295.670550,-0.000014,-0.002916,-0.000309,-5.688852,33.000000,146.825903,-0.478926,0.004778,0.000000,252.173237,33.000000,188.242919,-25.466088,-28.313654
5.650000,148.191759,149.566750,-0.469118,0.004235,27.328285,0.006340,-0.002346,-0.000205,0.342747,0.001116,-0.000262,-0.041501,294.779859,-0.000014,-0.002943,-0.000310,-5.671715,33.000000,148.191759,-0.472479,0.004662,0.000000,250.807790,33.000000,188.526505,-25.633578,-28.511757
5.700000,149.558317,150.934005,-0.463007,0.004117,27.345371,0.006394,-0.002359,-0.000206,0.341714,0.001079,-0.000262,-0.041376,293.891853,-0.000016,-0.002965,-0.000311,-5.654629,33.000000,149.558317,-0.466191,0.004546,0.000000,249.441485,33.000000,188.809236,-25.803392,-28.704441
5.750000,150.925730,152.302112,-0.457052,0.003999,27.362405,0.006448,-0.002371,-0.000206,0.340684,0.001093,-0.000238,-0.041251,293.006522,-0.000009,-0.002997,-0.000312,-5.637595,33.000000,150.925730,-0.460047,0.004429,0.000000,248.074325,33.000000,189.091116,-25.950982,-28.893487
5.800000,152.294156,153.671069,-0.451219,0.003900,27.379388,0.007162,-0.001973,-0.000081,0.339662,0.014284,0.007960,-0.041029,292.123864,0.002494,-0.003014,-0.000313,-5.620612,33.000000,152.294156,-0.454072,0.004311,0.000000,246.706313,33.000000,189.372147,-19.367754,-29.092777
5.850000,153.663273,155.040873,-0.445519,0.003817,27.396320,0.007156,-0.001672,-0.000061,0.338640,-0.000130,0.006028,-0.040874,291.243841,0.000414,-0.003001,-0.000293,-5.603680,33.000000,153.663273,-0.448251,0.004193,0.000000,245.337451,33.000000,189.652331,-19.256535,-27.696830
5.900000,155.033398,156.411522,-0.439961,0.003737,27.413201,0.006533,-0.001593,-0.000095,0.337621,-0.012467,0.001583,-0.040825,290.366469,-0.000696,-0.002971,-0.000258,-5.586799,33.000000,155.033398,-0.442578,0.004075,0.000000,243.967742,33.000000,189.931671,-20.817910,-25.567262
5.950000,156.404209,157.783013,-0.434549,0.003652,27.430031,0.005750,-0.001691,-0.000146,0.336604,-0.015653,-0.001959,-0.040734,289.491740,-0.001019,-0.002907,-0.000218,-5.569969,33.000000,156.404209,-0.437083,0.003955,0.000000,242.597189,33.000000,190.210169,-22.263936,-23.789698
6.000000,157.775862,159.155343,-0.429279,0.003559,27.446811,0.005158,-0.001876,-0.000191,0.335589,-0.011841,-0.003697,-0.040646,288.619649,-0.000884,-0.002839,-0.000183,-5.553189,33.000000,157.775862,-0.431737,0.003836,0.000000,241.225793,33.000000,190.487829,-23.214058,-22.941239
6.050000,159.148517,160.528511,-0.424148,0.003455,27.463540,0.004890,-0.002076,-0.000221,0.334577,-0.005362,-0.003998,-0.040533,287.750188,-0.000601,-0.002752,-0.000157,-5.536460,33.000000,159.148517,-0.426552,0.003715,0.000000,239.853558,33.000000,190.764652,-23.863408,-23.071828
6.100000,160.521848,161.902513,-0.419155,0.003342,27.480218,0.004922,-0.002252,-0.000238,0.333568,0.000636,-0.003525,-0.040411,286.883348,-0.000339,-0.002633,-0.000140,-5.519782,33.000000,160.521848,-0.421538,0.003594,0.000000,238.480486,33.000000,191.040641,-24.457096,-23.938166
6.150000,161.896014,163.277347,-0.414302,0.003223,27.496846,0.005164,-0.002390,-0.000245,0.332562,0.004840,-0.002763,-0.040295,286.019122,-0.000145,-0.002502,-0.000131,-5.503154,33.000000,161.896014,-0.416675,0.003473,0.000000,237.106580,33.000000,191.315798,-25.091853,-25.222439
6.200000,163.271176,164.653010,-0.409593,0.003098,27.513424,0.005513,-0.002493,-0.000247,0.331559,0.006996,-0.002057,-0.040185,285.157502,-0.000041,-0.002335,-0.000129,-5.486576,33.000000,163.271176,-0.411987,0.003351,0.000000,235.731842,33.000000,191.590127,-25.818590,-26.649077
6.250000,164.647004,166.029500,-0.405033,0.002970,27.529952,0.005895,-0.002568,-0.000246,0.330559,0.007639,-0.001496,-0.040073,284.298481,0.000012,-0.002150,-0.000131,-5.470048,33.000000,164.647004,-0.407462,0.003229,0.000000,234.356274,33.000000,191.863630,-26.579244,-28.038201
6.300000,166.023825,167.406814,-0.400630,0.002839,27.546430,0.006264,-0.002621,-0.000244,0.329561,0.007379,-0.001069,-0.039955,283.442051,0.000038,-0.001960,-0.000137,-5.453570,33.000000,166.023825,-0.403091,0.003107,0.000000,232.979879,33.000000,192.136308,-27.303422,-29.293400
6.350000,167.401306,168.784951,-0.396400,0.002698,27.562858,0.006358,-0.002807,-0.000287,0.328564,0.001870,-0.003711,-0.039888,282.588227,-0.000856,-0.001740,-0.000145,-5.437142,33.000000,167.401306,-0.398906,0.002983,0.000000,231.602660,33.000000,192.408165,-30.395801,-30.367614
6.400000,168.779609,170.163907,-0.392344,0.002552,27.579237,0.006701,-0.002924,-0.000286,0.327573,0.006861,-0.002352,-0.039758,281.736971,0.000030,-0.001539,-0.000162,-5.420763,33.000000,168.779609,-0.394876,0.002860,0.000000,230.224618,33.000000,192.679203,-30.689800,-31.834690
6.450000,170.158898,171.543680,-0.388532,0.002362,27.595565,0.005813,-0.003806,-0.000529,0.326562,-0.017762,-0.017641,-0.040039,280.888262,-0.004867,-0.001343,-0.000184,-5.404435,33.000000,170.158898,-0.391015,0.002736,0.000000,228.845757,33.000000,192.949425,-44.644245,-33.277397
6.500000,171.538839,172.924267,-0.384970,0.002129,27.611843,0.006026,-0.004664,-0.000625,0.325570,0.004255,-0.017147,-0.040074,280.042195,-0.001926,-0.001214,-0.000250,-5.388157,33.000000,171.538839,-0.387331,0.002612,0.000000,227.466078,33.000000,193.218833,-49.018881,-37.683681
6.550000,172.919593,174.305667,-0.381569,0.001923,27.628074,0.009225,-0.004107,-0.000284,0.324616,0.063986,0.011134,-0.038931,279.198720,0.006821,-0.001179,-0.000358,-5.371926,33.000000,172.919593,-0.383803,0.002487,0.000000,226.085582,33.000000,193.487429,-31.854063,-44.106180
6.600000,174.301328,175.687876,-0.378356,0.001750,27.644256,0.011076,-0.003474,-0.000172,0.323629,0.037025,0.012650,-0.038800,278.357667,0.002250,-0.001119,-0.000438,-5.355744,33.000000,174.301328,-0.380460,0.002362,0.000000,224.704275,33.000000,193.755216,-31.458294,-46.420679
6.650000,175.683706,177.070892,-0.375351,0.001605,27.660388,0.011716,-0.002895,-0.000103,0.322655,0.012802,0.011584,-0.039208,277.519179,0.001384,-0.001084,-0.000487,-5.339612,33.000000,175.683706,-0.377282,0.002236,0.000000,223.322157,33.000000,194.022197,-30.690791,-45.592734
6.700000,177.067059,178.454713,-0.372561,0.001481,27.676473,0.011390,-0.002477,-0.000083,0.321688,-0.006531,0.008373,-0.038830,276.683229,0.000395,-0.001091,-0.000506,-5.323527,33.000000,177.067059,-0.374268,0.002110,0.000000,221.939232,33.000000,194.288373,-30.285999,-42.787909
6.750000,178.451048,179.839336,-0.369956,0.001387,27.692509,0.011079,-0.001882,0.000014,0.320728,-0.006216,0.011900,-0.038551,275.849784,0.001933,-0.001125,-0.000503,-5.307491,33.000000,178.451048,-0.371443,0.001984,0.000000,220.555501,33.000000,194.553748,-23.986628,-39.244703
6.800000,179.835840,181.224759,-0.367528,0.001317,27.708498,0.010146,-0.001404,0.000040,0.319769,-0.018651,0.009559,-0.038370,275.018820,0.000524,-0.001185,-0.000471,-5.291502,33.000000,179.835840,-0.368778,0.001858,0.000000,219.170967,33.000000,194.818323,-21.355304,-34.496381
6.850000,181.221601,182.610979,-0.365255,0.001266,27.724438,0.008947,-0.001004,0.000060,0.318813,-0.023977,0.007985,-0.038292,274.190361,0.000392,-0.001241,-0.000415,-5.275562,33.000000,181.221601,-0.366292,0.001731,0.000000,217.785633,33.000000,195.082101,-17.984008,-29.363230
6.900000,182.607991,183.997994,-0.363157,0.001207,27.740331,0.006831,-0.001180,-0.000083,0.317853,-0.042325,-0.003517,-0.038321,273.364266,-0.002861,-0.001277,-0.000338,-5.259669,33.000000,182.607991,-0.363983,0.001604,0.000000,216.399502,33.000000,195.345085,-23.001096,-24.243965
6.950000,183.995176,185.385802,-0.361234,0.001122,27.756176,0.004943,-0.001714,-0.000231,0.316890,-0.037760,-0.010683,-0.038460,272.540817,-0.002946,-0.001326,-0.000270,-5.243824,33.000000,183.995176,-0.361835,0.001477,0.000000,215.012575,33.000000,195.607276,-27.047981,-21.357985
7.000000,185.383323,186.774399,-0.359466,0.001012,27.771972,0.004206,-0.002192,-0.000288,0.315925,-0.014750,-0.009552,-0.038571,271.711977,-0.001145,-0.001353,-0.000228,-5.228028,33.000000,185.383323,-0.359884,0.001349,0.000000,213.624855,33.000000,195.868677,-27.020293,-21.419094
7.050000,186.772091,188.163784,-0.357843,0.000885,27.787720,0.004333,-0.002542,-0.000307,0.314974,0.002541,-0.006992,-0.038331,270.893998,-0.000380,-0.001373,-0.000210,-5.212280,33.000000,186.772091,-0.358096,0.001222,0.000000,212.236345,33.000000,196.129291,-27.106018,-23.311160
7.100000,188.161817,189.553955,-0.356364,0.000748,27.803422,0.004970,-0.002748,-0.000300,0.314024,0.012749,-0.004134,-0.038008,270.078446,0.000142,-0.001360,-0.000209,-5.196578,33.000000,188.161817,-0.356485,0.001094,0.000000,210.847046,33.000000,196.389120,-27.329792,-25.982579
7.150000,189.552158,190.944908,-0.355037,0.000604,27.819076,0.005752,-0.002863,-0.000288,0.313077,0.015629,-0.002300,-0.037936,269.265321,0.000229,-0.001308,-0.000218,-5.180924,33.000000,189.552158,-0.355059,0.000966,0.000000,209.456963,33.000000,196.648166,-28.166653,-28.643459
7.200000,190.943282,192.336642,-0.353868,0.000460,27.834682,0.006544,-0.002891,-0.000267,0.312132,0.015852,-0.000551,-0.037851,268.454622,0.000427,-0.001243,-0.000233,-5.165318,33.000000,190.943282,-0.353796,0.000837,0.000000,208.066096,33.000000,196.906432,-28.651079,-30.944513
7.250000,192.335358,193.729153,-0.352861,0.000321,27.850242,0.007339,-0.002786,-0.000222,0.311191,0.015889,0.002097,-0.037716,267.645956,0.000893,-0.001142,-0.000249,-5.149758,33.000000,192.335358,-0.352727,0.000709,0.000000,206.674448,33.000000,197.163920,-27.798725,-32.661184
7.300000,193.728041,195.122441,-0.352023,0.000187,27.865754,0.007821,-0.002669,-0.000200,0.310253,0.009635,0.002341,-0.037575,266.840463,0.000444,-0.001033,-0.000259,-5.134246,33.000000,193.728041,-0.351829,0.000580,0.000000,205.282022,33.000000,197.420632,-28.034781,-33.456880
7.350000,195.121670,196.516502,-0.351356,0.000062,27.881220,0.008117,-0.002513,-0.000171,0.309319,0.005926,0.003119,-0.037431,266.036996,0.000578,-0.000918,-0.000264,-5.118780,33.000000,195.121670,-0.351106,0.000451,0.000000,203.888819,33.000000,197.676571,-27.282678,-33.566706
7.400000,196.515902,197.911334,-0.350861,-0.000056,27.896640,0.008201,-0.002348,-0.000149,0.308389,0.001674,0.003302,-0.037281,265.235922,0.000447,-0.000783,-0.000261,-5.103360,33.000000,196.515902,-0.350573,0.000322,0.000000,202.494842,33.000000,197.931739,-26.484797,-33.048405
7.450000,197.910906,199.306934,-0.350537,-0.000168,27.912013,0.008030,-0.002234,-0.000146,0.307461,-0.003412,0.002276,-0.037159,264.437233,0.000060,-0.000655,-0.000249,-5.087987,33.000000,197.910906,-0.350206,0.000193,0.000000,201.100094,33.000000,198.186139,-26.319217,-32.055119
7.500000,199.306849,200.703301,-0.350381,-0.000274,27.927340,0.007807,-0.002123,-0.000136,0.306537,-0.004456,0.002223,-0.037036,263.640931,0.000201,-0.000505,-0.000232,-5.072660,33.000000,199.306849,-0.350032,0.000064,0.000000,199.704576,33.000000,198.439772,-25.324459,-30.930678
7.550000,200.703387,202.100432,-0.350386,-0.000375,27.942620,0.007538,-0.002022,-0.000129,0.305616,-0.005390,0.002016,-0.036914,262.847004,0.000139,-0.000348,-0.000209,-5.057380,33.000000,200.703387,-0.350033,-0.000065,0.000000,198.308291,33.000000,198.692641,-24.400082,-29.724441
7.600000,202.100860,203.498325,-0.350548,-0.000471,27.957855,0.007243,-0.001933,-0.000124,0.304697,-0.005894,0.001786,-0.036807,262.055444,0.000101,-0.000178,-0.000180,-5.042145,33.000000,202.100860,-0.350208,-0.000194,0.000000,196.911242,33.000000,198.944748,-23.497642,-28.500660
7.650000,203.498924,204.896977,-0.350862,-0.000565,27.973044,0.006915,-0.001871,-0.000125,0.303781,-0.006569,0.001231,-0.036705,261.266247,-0.000027,0.000030,-0.000148,-5.026956,33.000000,203.498924,-0.350578,-0.000324,0.000000,195.513430,33.000000,199.196096,-22.909214,-27.307747
7.700000,204.897748,206.296387,-0.351323,-0.000657,27.988188,0.006577,-0.001844,-0.000132,0.302866,-0.006742,0.000549,-0.036609,260.479410,-0.000132,0.000252,-0.000112,-5.011812,33.000000,204.897748,-0.351114,-0.000453,0.000000,194.114859,33.000000,199.446686,-22.568949,-26.242554
7.750000,206.297499,207.696551,-0.351932,-0.000751,28.003285,0.006236,-0.001868,-0.000148,0.301955,-0.006821,-0.000489,-0.036519,259.694926,-0.000316,0.000520,-0.000075,-4.996715,33.000000,206.297499,-0.351844,-0.000582,0.000000,192.715530,33.000000,199.696522,-22.749457,-25.396542
7.800000,207.697834,209.097468,-0.352687,-0.000848,28.018338,0.005923,-0.001955,-0.000172,0.301045,-0.006267,-0.001738,-0.036435,258.912788,-0.000492,0.000818,-0.000039,-4.981662,33.000000,207.697834,-0.352750,-0.000712,0.000000,191.315446,33.000000,199.945605,-23.458422,-24.902603
7.850000,209.099091,210.499135,-0.353591,-0.000953,28.033344,0.005702,-0.002095,-0.000200,0.300137,-0.004419,-0.002790,-0.036352,258.132996,-0.000561,0.001144,-0.000007,-4.966656,33.000000,209.099091,-0.353833,-0.000841,0.000000,189.914609,33.000000,200.193938,-24.475178,-24.894842
7.900000,210.500928,211.901550,-0.354648,-0.001068,28.048306,0.005589,-0.002290,-0.000234,0.299231,-0.002254,-0.003901,-0.036271,257.355546,-0.000675,0.001517,0.000017,-4.951694,33.000000,210.500928,-0.355110,-0.000971,0.000000,188.513021,33.000000,200.441523,-26.038975,-25.428628
7.950000,211.903513,213.304710,-0.355867,-0.001195,28.063222,0.005592,-0.002547,-0.000275,0.298327,0.000052,-0.005153,-0.036200,256.580430,-0.000818,0.001904,0.000032,-4.936778,33.000000,211.903513,-0.356555,-0.001100,0.000000,187.110684,33.000000,200.688362,-28.263194,-26.553833
8.000000,213.307014,214.708614,-0.357258,-0.001339,28.078094,0.005725,-0.002873,-0.000323,0.297424,0.002652,-0.006512,-0.036139,255.807646,-0.000964,0.002325,0.000034,-4.921906,33.000000,213.307014,-0.358195,-0.001229,0.000000,185.707602,33.000000,200.934457,-31.177010,-28.332986
8.050000,214.711087,216.113259,-0.358838,-0.001502,28.092920,0.006016,-0.003264,-0.000377,0.296523,0.005828,-0.007810,-0.036087,255.037191,-0.001068,0.002749,0.000019,-4.907080,33.000000,214.711087,-0.360011,-0.001358,0.000000,184.303775,33.000000,201.179811,-34.698712,-30.830801
